BKMLJIHP_00010	GH51
HAEJEJCK_00523	CBM51
HAEJEJCK_00540	GH5
HAEJEJCK_00587	GT2
HAEJEJCK_00656	CE1
HAEJEJCK_00720	GH5_2
HAEJEJCK_00728	GH5_55-CBM4
HAEJEJCK_00732	GH141-CBM6
HAEJEJCK_00733	CBM6
HAEJEJCK_00742	CE8-CBM35
HAEJEJCK_00762	GT4
HAEJEJCK_00787	GT51
HAEJEJCK_00856	GT4
HAEJEJCK_00921	GT2
HAEJEJCK_00922	GT2
HAEJEJCK_00923	GT2
HAEJEJCK_00940	GT2
HAEJEJCK_01112	CBM50
HAEJEJCK_01122	GH45
HAEJEJCK_01123	GH26
HAEJEJCK_01136	GH8
HAEJEJCK_01210	GT2
HAEJEJCK_01227	GH30_8-CBM6
HAEJEJCK_01231	GH23-CBM50-CBM50-CBM50-CBM50-CBM50
HAEJEJCK_01299	GT2
HAEJEJCK_01300	GT2
HAEJEJCK_01350	CE6
HAEJEJCK_01356	GT2
HAEJEJCK_01359	GH43_29
HAEJEJCK_01395	PL10-CBM35
HAEJEJCK_01413	GH57
HAEJEJCK_01480	GH45
HAEJEJCK_01516	GH8
HAEJEJCK_01597	GH5_2
HAEJEJCK_01634	GH9
HAEJEJCK_01635	GH146
HAEJEJCK_01637	GT51
HAEJEJCK_01647	GH9
HAEJEJCK_01656	GH13_20
HAEJEJCK_01657	GH77
HAEJEJCK_01684	GT4
HAEJEJCK_01689	GH43_5-CBM35
HAEJEJCK_01722	GT2
HAEJEJCK_01724	GH3
HAEJEJCK_01727	CE2
HAEJEJCK_01734	GT19
HAEJEJCK_01777	GH8
HAEJEJCK_01782	CBM35
HAEJEJCK_01789	GH13_31
HAEJEJCK_01796	GT4
HAEJEJCK_01813	GT2
HAEJEJCK_01822	GT4
HAEJEJCK_01867	CE1-CBM4
HAEJEJCK_01875	GT30
HAEJEJCK_00007	GH5
HAEJEJCK_00225	GH8
HAEJEJCK_00227	GH5_2
HAEJEJCK_00297	GH23
HAEJEJCK_00318	GH8
HAEJEJCK_00506	GH9
HAEJEJCK_00622	GH10-CBM6
HAEJEJCK_00816	GH9
HAEJEJCK_00846	CBM50
HAEJEJCK_01144	GH16_25
HAEJEJCK_01244	CE1-CBM4
HAEJEJCK_01552	GH2
HAEJEJCK_01646	GT51
HAEJEJCK_01721	GH9
HAEJEJCK_01732	GT2
HAEJEJCK_01812	GT2
HAEJEJCK_00098	GH5_52
HAEJEJCK_00236	GT2
HAEJEJCK_00464	CBM48-GH13_9
HAEJEJCK_01534	GT2
JIHGGGPG_00006	GT51
JIHGGGPG_00013	GH9
JIHGGGPG_00015	CBM6
JIHGGGPG_00053	CBM6
JIHGGGPG_00054	GH5
JIHGGGPG_00057	GH5-CBM4
JIHGGGPG_00172	GH9
JIHGGGPG_00173	GH9
JIHGGGPG_00183	CBM35
JIHGGGPG_00198	GT4
JIHGGGPG_00263	GH11-CBM6
JIHGGGPG_00294	GT4
JIHGGGPG_00366	GH23
JIHGGGPG_00405	CBM4
JIHGGGPG_00420	CBM6
JIHGGGPG_00438	GH51
JIHGGGPG_00473	GH28
JIHGGGPG_00499	GH45
JIHGGGPG_00501	GT2
JIHGGGPG_00525	GT4
JIHGGGPG_00526	GT2
JIHGGGPG_00529	GT30
JIHGGGPG_00538	GH13_20
JIHGGGPG_00634	GH8
JIHGGGPG_00676	CBM6
JIHGGGPG_00680	GH53
JIHGGGPG_00720	GH44
JIHGGGPG_00726	GT51
JIHGGGPG_00748	GH74
JIHGGGPG_00791	GH39-CBM6
JIHGGGPG_00815	GH13_9
JIHGGGPG_00843	GH9
JIHGGGPG_00845	GH5_4
JIHGGGPG_00901	GH16_3
JIHGGGPG_00926	GH9
JIHGGGPG_00950	CBM50
JIHGGGPG_00973	GT4
JIHGGGPG_00984	CBM6
JIHGGGPG_01018	CBM6
JIHGGGPG_01072	GH45
JIHGGGPG_01073	GH45
JIHGGGPG_01080	GT2
JIHGGGPG_01089	CE1
JIHGGGPG_01187	CBM50
JIHGGGPG_01193	CE6
JIHGGGPG_01219	GH8
JIHGGGPG_01226	GH8
JIHGGGPG_01277	GT2
JIHGGGPG_01281	GH5_2
JIHGGGPG_01284	GT2
JIHGGGPG_01286	GT2
JIHGGGPG_01290	GT30
JIHGGGPG_01364	GH16_25
JIHGGGPG_01381	GH5_55-CBM4
JIHGGGPG_01406	GT26
JIHGGGPG_01455	CBM51
JIHGGGPG_01485	GT4
JIHGGGPG_01513	CBM6
JIHGGGPG_01514	GH30_8-CBM6
JIHGGGPG_01526	GT4
JIHGGGPG_01534	GH8
JIHGGGPG_01641	CBM6
JIHGGGPG_01642	GT2
JIHGGGPG_01643	GT32
JIHGGGPG_01663	GH5_2
JIHGGGPG_01665	GH2-CBM6
JIHGGGPG_01668	GH16_25
JIHGGGPG_01696	GT2
JIHGGGPG_01770	GT51
JIHGGGPG_01778	PL1
JIHGGGPG_01783	GH23
JIHGGGPG_01792	GH13
JIHGGGPG_01808	GT4
JIHGGGPG_01850	GT2
JIHGGGPG_01851	CBM51
JIHGGGPG_01893	GH30
JIHGGGPG_01940	GH30_8-CBM6
JIHGGGPG_01982	GH16_3
JIHGGGPG_01994	GT19
JIHGGGPG_02019	GH10
JIHGGGPG_02036	CE1
JIHGGGPG_02055	GH13_31
JIHGGGPG_02056	GT2
JIHGGGPG_02078	GT4
JIHGGGPG_02095	GT51
JIHGGGPG_02126	CBM51
JIHGGGPG_02193	CE2
JIHGGGPG_02278	CE1-CBM4
JIHGGGPG_02344	GH18
JIHGGGPG_02349	CBM30
JIHGGGPG_02350	GH5
JIHGGGPG_02359	GH5_10
JIHGGGPG_02415	GH13_31
JIHGGGPG_02427	CBM6
JIHGGGPG_02428	CE6-CBM6
JIHGGGPG_02451	GH5_52
JIHGGGPG_02539	GH5_2
JIHGGGPG_02618	GT19
JIHGGGPG_02625	GH23-CBM50-CBM50-CBM50-CBM50-CBM50
JIHGGGPG_02708	GH9
JIHGGGPG_02757	CBM35-GH26
JIHGGGPG_02780	GT28
JIHGGGPG_02797	CE6-CBM6
JIHGGGPG_02832	GH45
JIHGGGPG_02835	GH5
JIHGGGPG_02860	GH3
JIHGGGPG_02909	CE8-CBM35
JIHGGGPG_02917	CBM6
JIHGGGPG_02977	CBM6
JIHGGGPG_00102	GH8
JIHGGGPG_00559	GT2
JIHGGGPG_00614	GH26
JIHGGGPG_00692	GH57
JIHGGGPG_00732	GH57
JIHGGGPG_01107	GT4
JIHGGGPG_01174	GH8
JIHGGGPG_01279	GH8
JIHGGGPG_01359	GH2
JIHGGGPG_01644	GT2
JIHGGGPG_01727	CBM50
JIHGGGPG_01975	GH23
JIHGGGPG_02061	CBM4
JIHGGGPG_02891	GT2
JIHGGGPG_00537	GH77
JIHGGGPG_00697	GT5
JIHGGGPG_01278	GT2
JIHGGGPG_02352	GT2
AFFDLEKP_00014	GT2
AFFDLEKP_00057	GH8
AFFDLEKP_00102	GT28
AFFDLEKP_00140	GT4
AFFDLEKP_00160	GT2
AFFDLEKP_00162	GH3
AFFDLEKP_00169	CBM51
AFFDLEKP_00170	GT2
AFFDLEKP_00258	GT19
AFFDLEKP_00262	GT4
AFFDLEKP_00328	GH8
AFFDLEKP_00331	GH8
AFFDLEKP_00332	GH5_2
AFFDLEKP_00340	CBM30
AFFDLEKP_00341	GH5
AFFDLEKP_00349	GT4
AFFDLEKP_00380	GH10
AFFDLEKP_00439	CBM6
AFFDLEKP_00442	GH2-CBM6
AFFDLEKP_00443	GH95-CBM6
AFFDLEKP_00457	GT2
AFFDLEKP_00459	GT2
AFFDLEKP_00475	GT2
AFFDLEKP_00476	GT2
AFFDLEKP_00477	GT4
AFFDLEKP_00478	GT4
AFFDLEKP_00500	GH16_25
AFFDLEKP_00517	GH10
AFFDLEKP_00525	GH53
AFFDLEKP_00546	GH23-CBM50-CBM50-CBM50-CBM50-CBM50
AFFDLEKP_00573	GT2
AFFDLEKP_00575	GT2
AFFDLEKP_00596	CBM48
AFFDLEKP_00600	GH9
AFFDLEKP_00601	GH9
AFFDLEKP_00678	GT4
AFFDLEKP_00699	CBM51
AFFDLEKP_00793	GH13_20
AFFDLEKP_00824	GT4
AFFDLEKP_00886	GH5_10
AFFDLEKP_00888	CBM35-GH26
AFFDLEKP_00985	CBM4
AFFDLEKP_00986	GH43_10-CBM6
AFFDLEKP_00987	GH5
AFFDLEKP_00989	GH43_16-CBM6-CBM6
AFFDLEKP_01024	CBM50
AFFDLEKP_01034	GT4
AFFDLEKP_01039	GH45
AFFDLEKP_01040	GH45
AFFDLEKP_01041	GH45
AFFDLEKP_01081	CBM4
AFFDLEKP_01122	GH9
AFFDLEKP_01144	GT51
AFFDLEKP_01191	GH74
AFFDLEKP_01217	CBM50
AFFDLEKP_01232	GH5_2
AFFDLEKP_01263	CE6
AFFDLEKP_01289	CE12-CBM35
AFFDLEKP_01411	GT51
AFFDLEKP_01433	GH23
AFFDLEKP_01499	GH26
AFFDLEKP_01529	GH23
AFFDLEKP_01535	GT4
AFFDLEKP_01536	PL12
AFFDLEKP_01537	GT4
AFFDLEKP_01539	GT2
AFFDLEKP_01540	GT4
AFFDLEKP_01541	GT2
AFFDLEKP_01542	GT2
AFFDLEKP_01547	GH33
AFFDLEKP_01555	CBM50
AFFDLEKP_01589	CE8-CBM35
AFFDLEKP_01602	GH57
AFFDLEKP_01603	CBM6
AFFDLEKP_01604	GH8
AFFDLEKP_01613	CBM77
AFFDLEKP_01712	GH5-CBM4
AFFDLEKP_01761	GT2
AFFDLEKP_01792	GT2
AFFDLEKP_01804	GH98-CBM35
AFFDLEKP_01837	GH11
AFFDLEKP_01869	GT2
AFFDLEKP_01871	GT2
AFFDLEKP_01929	GH57
AFFDLEKP_02027	GH43_29
AFFDLEKP_02028	GH43_5-CBM35
AFFDLEKP_02052	CBM35
AFFDLEKP_02107	GH44
AFFDLEKP_02110	GH11-CBM6
AFFDLEKP_02167	GT4
AFFDLEKP_02229	GH9
AFFDLEKP_02323	PL1
AFFDLEKP_02330	CBM6
AFFDLEKP_02331	GH10-CBM6
AFFDLEKP_02363	CBM6
AFFDLEKP_02399	GH5_4
AFFDLEKP_02427	GH9
AFFDLEKP_02482	CBM6
AFFDLEKP_00181	CE2
AFFDLEKP_00250	GH57
AFFDLEKP_00335	GH18
AFFDLEKP_00438	GH30_8-CBM6
AFFDLEKP_00499	GH2
AFFDLEKP_00760	GH9
AFFDLEKP_00761	GH9
AFFDLEKP_00913	GT4
AFFDLEKP_00988	GH43_16-CBM6-CBM6
AFFDLEKP_00990	GH43_16-CBM6-CBM6
AFFDLEKP_01093	GH8
AFFDLEKP_01268	GT2
AFFDLEKP_01436	GH8
AFFDLEKP_01439	GT51
AFFDLEKP_01458	GT5
AFFDLEKP_01774	CBM51
AFFDLEKP_01931	GH23
AFFDLEKP_01956	CBM35-GH26
AFFDLEKP_01980	GT26
AFFDLEKP_02166	GT4
AFFDLEKP_02217	GT30
AFFDLEKP_02485	GT32
AFFDLEKP_00062	GH8
AFFDLEKP_00343	GT2
AFFDLEKP_00458	GT2
AFFDLEKP_00792	GH77
AFFDLEKP_01581	CBM48-GH13_9
AFFDLEKP_01763	GH5_52
MCDBEAJJ_00117	GH33
MCDBEAJJ_00290	CE1
MCDBEAJJ_00305	GH2
MCDBEAJJ_00320	GH32
MCDBEAJJ_00328	GH16
MCDBEAJJ_00381	GH10
MCDBEAJJ_00431	GT2
MCDBEAJJ_00467	GH78
MCDBEAJJ_00517	GH43_10
MCDBEAJJ_00569	GH51
MCDBEAJJ_00578	GT5
MCDBEAJJ_00618	GH163
MCDBEAJJ_00629	GH106
MCDBEAJJ_00654	GH43_26
MCDBEAJJ_00756	GH13_11
MCDBEAJJ_00806	GH78
MCDBEAJJ_00874	GH36
MCDBEAJJ_00895	CE7
MCDBEAJJ_00901	GH16_14
MCDBEAJJ_00978	CBM32
MCDBEAJJ_00992	GT30
MCDBEAJJ_01025	GT35
MCDBEAJJ_01043	GH36
MCDBEAJJ_01056	GH10
MCDBEAJJ_01163	GT4
MCDBEAJJ_01189	GT2
MCDBEAJJ_01284	GH33
MCDBEAJJ_01333	CBM51
MCDBEAJJ_01341	GH43_34
MCDBEAJJ_01385	GH2
MCDBEAJJ_01451	GH148
MCDBEAJJ_01530	GH78
MCDBEAJJ_00749	CE15
MCDBEAJJ_00967	GT4
OBPDNEJA_00071	GT4
OBPDNEJA_00074	GH13
OBPDNEJA_00151	CE9
OBPDNEJA_00159	CE9
OBPDNEJA_00217	CE8
OBPDNEJA_00235	GH77
OBPDNEJA_00314	GH43_12
OBPDNEJA_00332	GH57
OBPDNEJA_00510	PL12
OBPDNEJA_00663	GH63
OBPDNEJA_00868	GH57
OBPDNEJA_01260	GH28
OBPDNEJA_01265	GT5
OBPDNEJA_00216	GH4
OBPDNEJA_00365	GT35
OBPDNEJA_00411	GH2
OMAFBCBN_00046	GT4
OMAFBCBN_00052	CE15
OMAFBCBN_00100	GH36
OMAFBCBN_00357	GH2
OMAFBCBN_00379	CBM50-CBM50
OMAFBCBN_00406	GH43
OMAFBCBN_00464	CE9
OMAFBCBN_00815	GT4
OMAFBCBN_00816	GT28
OMAFBCBN_00822	GH77
OMAFBCBN_00865	GH57
OMAFBCBN_01312	GH105
OMAFBCBN_01330	GT35
OMAFBCBN_00220	GT5
OMAFBCBN_01343	PL11
OMAFBCBN_01360	GH13
OMAFBCBN_00459	GH63
CMDNKPOL_00009	GH57
CMDNKPOL_00036	GT104
CMDNKPOL_00085	GH2
CMDNKPOL_00153	GH10
CMDNKPOL_00157	GH130
CMDNKPOL_00209	CE1
CMDNKPOL_00218	GH5_4
CMDNKPOL_00252	GH36
CMDNKPOL_00262	GH8
CMDNKPOL_00290	GH36
CMDNKPOL_00313	CBM50
CMDNKPOL_00314	GH23
CMDNKPOL_00321	GH77
CMDNKPOL_00370	CE1
CMDNKPOL_00373	GH51
CMDNKPOL_00409	GH16
CMDNKPOL_00622	GT5
CMDNKPOL_00624	CE2
CMDNKPOL_00680	GH95
CMDNKPOL_00784	GH2
CMDNKPOL_00824	GH43_10
CMDNKPOL_00853	GH43_27
CMDNKPOL_00854	GT28
CMDNKPOL_00883	GH3
CMDNKPOL_00927	GH3
CMDNKPOL_00947	GH5_4
CMDNKPOL_00960	GH31
CMDNKPOL_00977	GH10
CMDNKPOL_01002	GH26
CMDNKPOL_01045	CE4
CMDNKPOL_01050	CE2
CMDNKPOL_01062	GH27
CMDNKPOL_01099	GH10
CMDNKPOL_01101	GH23-CBM50
CMDNKPOL_01155	GH26
CMDNKPOL_01192	GT4
CMDNKPOL_01205	CBM50-CBM50
CMDNKPOL_01297	GH10
CMDNKPOL_01478	GT51
CMDNKPOL_01537	GH5_4
CMDNKPOL_01646	CBM4-GH148
CMDNKPOL_01694	CBM50-CBM50
CMDNKPOL_01729	GT2
CMDNKPOL_01780	GH43_27
CMDNKPOL_01791	GH3
CMDNKPOL_01814	GT35
CMDNKPOL_01845	GH27
CMDNKPOL_01903	GH43_16
CMDNKPOL_00053	CBM50-CBM50
CMDNKPOL_00106	CE2
CMDNKPOL_00112	GT2
CMDNKPOL_00154	GH63
CMDNKPOL_00166	GH130
CMDNKPOL_00170	GT51
CMDNKPOL_00240	GH16_21
CMDNKPOL_00260	GH77
CMDNKPOL_00320	GH13
CMDNKPOL_00584	GH3
CMDNKPOL_00918	CE4
CMDNKPOL_00998	GH23
CMDNKPOL_01139	GH5_37
CMDNKPOL_01432	GH127
CMDNKPOL_01433	GH3
CMDNKPOL_01450	GH43_35
CMDNKPOL_01468	CBM50
CMDNKPOL_01549	GT4
CMDNKPOL_01626	GT26
CMDNKPOL_01650	CBM48
CMDNKPOL_01813	CBM48-GH13_11
CMDNKPOL_01842	GH43_35
CMDNKPOL_01925	GH43_12
CMDNKPOL_00428	GT5
IEKMNCOI_00105	GH102
IEKMNCOI_00128	GH23
IEKMNCOI_00135	GT51
IEKMNCOI_00340	CE11
IEKMNCOI_00431	GT4
IEKMNCOI_00506	GT30
IEKMNCOI_00507	GT9
IEKMNCOI_00543	GT51
IEKMNCOI_00785	GT2-GT4
IEKMNCOI_00834	GH23
IEKMNCOI_00841	GT8
IEKMNCOI_00842	GT4
IEKMNCOI_00874	GT4
IEKMNCOI_01118	GT2
IEKMNCOI_01238	GH43_35
IEKMNCOI_01249	GH103
IEKMNCOI_01304	GH23
IEKMNCOI_01348	GT8
IEKMNCOI_01464	GH23-CBM50-CBM50-CBM50-CBM50
IEKMNCOI_00571	GH3
IEKMNCOI_00969	GT28
CKGPHOPF_01493	GT2
CKGPHOPF_02217	GT51
CKGPHOPF_02354	GT2
CKGPHOPF_03302	GH23
CKGPHOPF_04018	CE4-GH153
CKGPHOPF_00049	GH2
CKGPHOPF_00170	GH4
CKGPHOPF_00292	CBM50
CKGPHOPF_00329	GT20
CKGPHOPF_00355	GH13_5
CKGPHOPF_00444	GH38
CKGPHOPF_00475	CE8
CKGPHOPF_00722	GT2
CKGPHOPF_00723	CE4-GH153
CKGPHOPF_00743	GT2
CKGPHOPF_00771	GH73
CKGPHOPF_00794	GH3
CKGPHOPF_00856	GH23
CKGPHOPF_00972	GH13_18
CKGPHOPF_00979	GH65
CKGPHOPF_01045	GH23
CKGPHOPF_01086	GT51
CKGPHOPF_01222	GH32
CKGPHOPF_01312	GT83
CKGPHOPF_01315	GT2
CKGPHOPF_01429	GH3
CKGPHOPF_01458	GH25
CKGPHOPF_01496	GT2
CKGPHOPF_01501	GT4
CKGPHOPF_01510	CBM50
CKGPHOPF_01537	GH103
CKGPHOPF_01553	GH1
CKGPHOPF_01576	CBM50
CKGPHOPF_01640	GH102
CKGPHOPF_01703	GH23
CKGPHOPF_01721	CBM50
CKGPHOPF_01756	GH1
CKGPHOPF_01824	GH23
CKGPHOPF_01936	GH2
CKGPHOPF_01939	GH63
CKGPHOPF_01994	CE9
CKGPHOPF_02064	GT51
CKGPHOPF_02241	GH77
CKGPHOPF_02242	GT35
CKGPHOPF_02253	GT35
CKGPHOPF_02254	GT5
CKGPHOPF_02256	CBM48-GH13_11
CKGPHOPF_02257	CBM48-GH13_9
CKGPHOPF_02340	GH37
CKGPHOPF_02351	GH8
CKGPHOPF_02395	GH73
CKGPHOPF_02396	GH13_19
CKGPHOPF_02440	GT2
CKGPHOPF_02444	GT9
CKGPHOPF_02445	GT9
CKGPHOPF_02447	GT2
CKGPHOPF_02448	GT8
CKGPHOPF_02450	GT8
CKGPHOPF_02451	GT8
CKGPHOPF_02452	GT4
CKGPHOPF_02453	GT9
CKGPHOPF_02454	GT30
CKGPHOPF_02477	GH31
CKGPHOPF_02560	GH2
CKGPHOPF_02574	GT2
CKGPHOPF_02608	CBM34-GH13_21
CKGPHOPF_02739	GT2
CKGPHOPF_02767	GH4
CKGPHOPF_02988	GH31
CKGPHOPF_03064	GT26
CKGPHOPF_03066	GT56
CKGPHOPF_03099	GH23-CBM50-CBM50
CKGPHOPF_03123	GT19
CKGPHOPF_03154	GT51
CKGPHOPF_03204	CE11
CKGPHOPF_03210	GT28
CKGPHOPF_03424	GH4
CKGPHOPF_03462	GH1
CKGPHOPF_03588	CE9
CKGPHOPF_03662	GH1
CKGPHOPF_03760	GH13_29
CKGPHOPF_04019	GT2
CKGPHOPF_04046	GH104
GBNEBFAP_00431	GT4
GBNEBFAP_00871	GT2
GBNEBFAP_01065	GT2
GBNEBFAP_01066	GT2
GBNEBFAP_01067	GT2
GBNEBFAP_01086	GT2
GBNEBFAP_01091	GT2
GBNEBFAP_01256	GT100
GBNEBFAP_01258	GT2
GBNEBFAP_01440	GT2
GBNEBFAP_01466	GT2
GBNEBFAP_00604	GT28
GBNEBFAP_00916	GT2
GBNEBFAP_01068	GT2
GBNEBFAP_01076	GT4
GBNEBFAP_01077	GT2
GBNEBFAP_01083	GH154
GBNEBFAP_01090	GT81
GBNEBFAP_01420	GT2
GBNEBFAP_00156	GT2
KGBBODCF_00145	GH43_35
KGBBODCF_00163	GH1
KGBBODCF_00364	GH1
KGBBODCF_00383	GH73
KGBBODCF_00386	GH13_31
KGBBODCF_00516	GH36
KGBBODCF_00521	GH1
KGBBODCF_00557	GH1
KGBBODCF_00575	GH1
KGBBODCF_00598	GT4
KGBBODCF_00601	GT2
KGBBODCF_00633	GT2
KGBBODCF_00667	GH4
KGBBODCF_00674	GH1
KGBBODCF_00697	GH1
KGBBODCF_00718	CE9
KGBBODCF_00729	GH1
KGBBODCF_00768	GH1
KGBBODCF_00798	GH1
KGBBODCF_00845	GH1
KGBBODCF_00851	GH43
KGBBODCF_00880	GH1
KGBBODCF_00909	GH43
KGBBODCF_00944	GT4
KGBBODCF_00988	GT5
KGBBODCF_01020	GH73
KGBBODCF_01052	CE9
KGBBODCF_01058	GH25
KGBBODCF_01062	GH13_5
KGBBODCF_01140	GT2
KGBBODCF_01152	GH1
KGBBODCF_01164	GH3
KGBBODCF_01182	GT1
KGBBODCF_01183	GT1
KGBBODCF_01320	GT2-GT2
KGBBODCF_01402	GH78
KGBBODCF_01404	GH106
KGBBODCF_01424	GT51
KGBBODCF_01510	GH1
KGBBODCF_01564	GT2
KGBBODCF_01566	GT2
KGBBODCF_01676	CBM4
KGBBODCF_01704	GT51
KGBBODCF_01713	GT51
KGBBODCF_01782	GH39
KGBBODCF_01840	GH13_18
KGBBODCF_01918	GT4
KGBBODCF_01958	GH2
KGBBODCF_02026	GT4
KGBBODCF_02027	GT2
KGBBODCF_02147	GT8
KGBBODCF_02167	GH1
KGBBODCF_02201	GH1
KGBBODCF_00034	GH77
KGBBODCF_00051	GT35
KGBBODCF_00212	GH1
KGBBODCF_00282	CE2
KGBBODCF_00346	GH1
KGBBODCF_00606	GH13
KGBBODCF_00635	GT5
KGBBODCF_00763	GH1
KGBBODCF_00810	GH1
KGBBODCF_00858	GH1
KGBBODCF_00879	GH13
KGBBODCF_01061	GH77
KGBBODCF_01405	GH140
KGBBODCF_01413	GH1
KGBBODCF_01623	GT2
KGBBODCF_01633	GH1
KGBBODCF_01692	GH1
KGBBODCF_01750	GH1
KGBBODCF_01986	GH1
LKFPNCAO_00206	GH140
LKFPNCAO_00219	GH4
LKFPNCAO_00237	GH1
LKFPNCAO_00258	GH1
LKFPNCAO_00288	GH1
LKFPNCAO_00293	GH29
LKFPNCAO_00372	GH1
LKFPNCAO_00565	GH43_35
LKFPNCAO_00572	GH1
LKFPNCAO_00573	GH1
LKFPNCAO_00647	GH1
LKFPNCAO_00654	GT2
LKFPNCAO_00655	GT4
LKFPNCAO_00658	GT2
LKFPNCAO_00662	GT2
LKFPNCAO_00663	GT2
LKFPNCAO_00672	GT2
LKFPNCAO_00681	GH1
LKFPNCAO_00690	GT51
LKFPNCAO_00714	GT39
LKFPNCAO_00716	GH9
LKFPNCAO_00801	CE9
LKFPNCAO_00804	GH13
LKFPNCAO_00852	GT51
LKFPNCAO_00857	GT4
LKFPNCAO_00858	GT4
LKFPNCAO_00859	GT4
LKFPNCAO_00898	GT2
LKFPNCAO_00903	GH1
LKFPNCAO_00904	GH1
LKFPNCAO_00965	GH77
LKFPNCAO_00966	GH77
LKFPNCAO_00969	GT2
LKFPNCAO_01019	GH13_14
LKFPNCAO_01021	CBM48-GH13_9
LKFPNCAO_01045	CE9
LKFPNCAO_01101	GH123
LKFPNCAO_01201	GT1
LKFPNCAO_01204	GH1
LKFPNCAO_01220	GH25
LKFPNCAO_01242	GH1
LKFPNCAO_01246	GT5
LKFPNCAO_01247	GT5
LKFPNCAO_01489	GH1
LKFPNCAO_01494	GH4
LKFPNCAO_01516	GT1
LKFPNCAO_01517	GT1
LKFPNCAO_01549	GH13
LKFPNCAO_01581	GT2
LKFPNCAO_01590	GH2
LKFPNCAO_01599	GH73
LKFPNCAO_01600	GT4
LKFPNCAO_01606	GT4
LKFPNCAO_01607	GT4
LKFPNCAO_01624	GT2
LKFPNCAO_01637	GH2
LKFPNCAO_00074	GH1
LKFPNCAO_00155	CE9
LKFPNCAO_00190	GH3
LKFPNCAO_00191	GH78
LKFPNCAO_00268	GH1
LKFPNCAO_00409	GT5
LKFPNCAO_00552	GH1
LKFPNCAO_01020	GT35
LKFPNCAO_01200	GH1
LKFPNCAO_01224	GH13_31
LKFPNCAO_01263	GH2
LKFPNCAO_01508	GT2
LKFPNCAO_01546	GH1
BPDMHICB_00001	GT6
BPDMHICB_00002	GH1
BPDMHICB_00073	GH78
BPDMHICB_00074	GH3
BPDMHICB_00124	CE9
BPDMHICB_00241	GH1
BPDMHICB_00247	GH106
BPDMHICB_00248	GH43_35
BPDMHICB_00250	GH140
BPDMHICB_00352	GH1
BPDMHICB_00365	GH13_14
BPDMHICB_00399	GH29
BPDMHICB_00406	GH1
BPDMHICB_00501	GH1
BPDMHICB_00506	CE9
BPDMHICB_00547	GH1
BPDMHICB_00718	GH1
BPDMHICB_00733	GT5
BPDMHICB_00768	CE9
BPDMHICB_00826	GH13_9
BPDMHICB_00872	GT28
BPDMHICB_00970	GH32
BPDMHICB_01018	GH1
BPDMHICB_01028	GH25
BPDMHICB_01042	GT5
BPDMHICB_01253	GT51
BPDMHICB_01673	GT4
BPDMHICB_01817	GT4
BPDMHICB_01865	GH4
BPDMHICB_01881	GH1
BPDMHICB_00243	GH1
BPDMHICB_00246	GH140
BPDMHICB_00583	GH1
BPDMHICB_00848	CE9
BPDMHICB_00892	GH77
BPDMHICB_01092	GH1
BPDMHICB_01626	GH1
BPDMHICB_01882	GH1
BPDMHICB_01147	GH1
